,Unnamed: 0,created_at,text,sentiment,positive_sentiment_score,negative_sentiment_score
638,638,2022-12-04 16:10:06+00:00,"@1goonrich Christmas gifts are coming with us, are you ready for it guys? @ElonGoatToken @VoltInuOfficial
@Proof_Of_Memes #ElonGoat #ProofOfMemes #ElonMusk #BULLRUN #ElonIsTheGoat #elongoattoken #elongoat 💓🐐 https://t.co/NzlDevXgFR",NEUTRAL,0.09615976363420486,0.00020923561532981694
639,639,2022-12-04 16:10:04+00:00,"@Joo54524984 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/raVAaGIoXA",NEUTRAL,0.209280326962471,0.0003018575080204755
640,640,2022-12-04 16:09:57+00:00,"@wfaeafa @Trading_Trendz_ @Jduntrades JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/5r418bVV83",NEUTRAL,0.22254762053489685,0.0004683560400735587
641,641,2022-12-04 16:09:53+00:00,"@puttankinamall0 @cryptojack @rabbit2023_ Rabbit2023 lfgggggooooo

https://t.co/rqouOnL1It

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币",NEUTRAL,0.00039094826206564903,0.0005173770477995276
642,642,2022-12-04 16:09:53+00:00,@RTLnieuws REAL NEWS !! @RTLnieuws   #HunterBidensLaptop #Elonmusk https://t.co/9yxDIfpA06,NEUTRAL,0.0032729224767535925,0.0001719874271657318
643,643,2022-12-04 16:09:47+00:00,"@arbitrum @Clipper_DEX JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/nWi01AOkpr",NEUTRAL,0.3344135880470276,0.0004195710935164243
644,644,2022-12-04 16:09:44+00:00,If you ever need to transport a bed from #IKEA just confidently drive to the store with your Model S 🥰.  #Elonmusk #tesla I love your products. https://t.co/H1m9uPBeGd,POSITIVE,0.8946896195411682,0.000326084962580353
645,645,2022-12-04 16:09:38+00:00,"@TrueGemHunter JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/wC0Aodqq0a",NEUTRAL,0.40051767230033875,0.00029364292277023196
646,646,2022-12-04 16:09:31+00:00,"@TristanWEarth JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/n2M0M6CPo9",NEUTRAL,0.385964959859848,0.0002687608648557216
647,647,2022-12-04 16:09:29+00:00,"@OneDeanBocobo JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/yDxH30l2PQ",NEUTRAL,0.26686549186706543,0.00039890618063509464
648,648,2022-12-04 16:09:19+00:00,"@SETHMCCORMACK9 @Istora_Mandiri JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/E8oCH5Z6vz",NEUTRAL,0.36569780111312866,0.00031710733310319483
649,649,2022-12-04 16:09:18+00:00,"@Arbitrum_Space @arbitrumcore @andrewsaunders @ArbitrumNewsDAO @TheDeFiPlug @smolsharks @nina_rong JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/BKw2m8qCrD",NEUTRAL,0.2087356597185135,0.00046960506006143987
650,650,2022-12-04 16:08:54+00:00,"@_lukastd @TsukiNFT JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/pN8A7qVwVD",NEUTRAL,0.3452739119529724,0.0004176705551799387
651,651,2022-12-04 16:08:48+00:00,"@stillgray Do not miss this review because I am sharing something that will mark this year with you. Follow us @ElonGoatToken @VoltInuOfficial
@Proof_Of_Memes #ElonGoat #ProofOfMemes #ElonMusk #BULLRUN #ElonIsTheGoat #elongoattoken #elongoat 💓🐐 https://t.co/KLkkmtJh1Y",NEUTRAL,0.31158000230789185,0.0003118353197351098
652,652,2022-12-04 16:08:32+00:00,"@KalinCrypto_Nft @CatsDoodlecats JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/erPBD99vW3",NEUTRAL,0.35673797130584717,0.00035352245322428644
653,653,2022-12-04 16:08:14+00:00,"@6yocNFTProject @vishaldc99 JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/tvFMIllKEh",NEUTRAL,0.35575246810913086,0.0003761542320717126
654,654,2022-12-04 16:08:06+00:00,"@iluminatibot They have many ways to control us

Black magic, hypnotism, brain washing

It's time for us all to

BREAK FREE

Time to turn from

WORRIERS into WARRIORS☀️😉💫

#epstein #gates #clintons #royalfamily #elonmusk",NEUTRAL,0.31378665566444397,0.053446754813194275
655,655,2022-12-04 16:07:57+00:00,"@BNB_Tracker JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/Evue6sLD4h",NEUTRAL,0.34775954484939575,0.00036538709537126124
656,656,2022-12-04 16:07:51+00:00,"#ElonMusk ON Payments 

Control of the monetary system is more important than controlling speech. 

We have to be very careful about who controls monetary system.

#PayPal seems to be moving in the direction of social credit and censorship - that's disturbing.",NEGATIVE,0.011886448599398136,0.5539196729660034
657,657,2022-12-04 16:07:48+00:00,"@CryptoTony__ JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/x7hl143jts",NEUTRAL,0.32485154271125793,0.000295280828140676
658,658,2022-12-04 16:07:48+00:00,"@Chrissyspratt_ Missed #ShibaInu?
Missed #Dogecoin?
Don’t miss #ShibaDoge!

Find more info here on TG:
https://t.co/6WH6bVi0aR

#SHIB #Doge #ShibNobi #ETH #ElonMusk #crypto #cryptocurrency #100xgem #NFTs https://t.co/Pfquh9iLKE",NEUTRAL,0.0029689425136893988,0.0012998174643144011
659,659,2022-12-04 16:07:38+00:00,"@TeslaMotorsClub @Tesla Do not miss this review because I am sharing something that will mark this year with you. Follow us @ElonGoatToken @VoltInuOfficial
@Proof_Of_Memes #ElonGoat #ProofOfMemes #ElonMusk #BULLRUN #ElonIsTheGoat #elongoattoken #elongoat 💓🐐 https://t.co/fZJtU7WRtU",NEUTRAL,0.2536867558956146,0.00023688122746534646
660,660,2022-12-04 16:07:24+00:00,"Alyssa Milano buys Nazi VW sells evil Tesla 
https://t.co/STYnITACc3
#tesla #elonmusk #vw #germany #ww2 #history #TheeThalapathy #twittergate #bb16 #manosphere #worldcup #podcasting #ads #patreon #redpill #lol #video #nfts #80s #btsarmy #memes #vets #irishtwitter #twitterfiles https://t.co/aEaaMAPgf6",NEUTRAL,0.00534790987148881,0.017940575256943703
661,661,2022-12-04 16:07:23+00:00,"@antiyro JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/9p8BqAUibN",NEUTRAL,0.3689045310020447,0.0003462908207438886
662,662,2022-12-04 16:07:19+00:00,"@noticias_sal @CCElTormes JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/wRJFP40uF4",NEUTRAL,0.25331979990005493,0.0003623208322096616
663,663,2022-12-04 16:07:16+00:00,"@ctyxnarut0 @crypto_ladyy @ZeusCryptos JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/b4mw005r8V",NEUTRAL,0.21057549118995667,0.0004256526299286634
664,664,2022-12-04 16:07:12+00:00,"@thestaffdev JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/vki4LHXrrm",NEUTRAL,0.2692390978336334,0.0003572645946405828
665,665,2022-12-04 16:07:07+00:00,"@Codeman_Crypto1 JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/uii6VypwLs",NEUTRAL,0.33858227729797363,0.0002867280272766948
666,666,2022-12-04 16:07:07+00:00,"@WKRBNews JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/2mKfpKJSy8",NEUTRAL,0.23944005370140076,0.00040696936775930226
667,667,2022-12-04 16:07:00+00:00,"@Guccifer18 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/igztYSSaox",NEUTRAL,0.2431391179561615,0.0003347161691635847
668,668,2022-12-04 16:06:54+00:00,"@scorpionn100 @OnurAyd36172387 @haruner34 @aykiricomtr JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/1VG7MoTDW7",NEUTRAL,0.32404154539108276,0.0005798654165118933
669,669,2022-12-04 16:06:50+00:00,"#Employees are human #capital, not human #resources.
#TwitterIsOverParty
#Elonmusk
#twitterfiles
#TwitterFiles2
#TwitterSpaces

https://t.co/CgEQBIZRbo",NEUTRAL,0.001473594456911087,0.047265443950891495
670,670,2022-12-04 16:06:48+00:00,"@BlackcatSevcan @sinemori @ys_market JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/t1U42LEFr6",NEUTRAL,0.2683904469013214,0.0004647406458389014
671,671,2022-12-04 16:06:43+00:00,"@outsider11111 @tunaferith JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/Pv3C40C26f",NEUTRAL,0.39718273282051086,0.00040179488132707775
672,672,2022-12-04 16:06:42+00:00,"@khan1905HL @sevdaturkusev JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/gr7lTV4nmw",NEUTRAL,0.2395244985818863,0.0005212503019720316
673,673,2022-12-04 16:06:42+00:00,@WNLVandaag REAL NEWS !   @WNLVandaag    #HunterBidensLaptop #Elonmusk https://t.co/IgEDbdeciY,NEUTRAL,0.009140346199274063,0.0010328709613531828
674,674,2022-12-04 16:06:41+00:00,"@Lukeirin JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/3UOrsllHuN",NEUTRAL,0.2595828175544739,0.00027891056379303336
675,675,2022-12-04 16:06:40+00:00,"Geting rich with deinformations and lies. Falses, fake news, the New way for Twitter to make money????
#twitter #Elonmusk https://t.co/FlO8bSFKj9",NEGATIVE,0.0037775894161313772,0.8245272040367126
676,676,2022-12-04 16:06:36+00:00,"@CryptoRick_YT @vanessasierra00 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/uGRv40TyNd",NEUTRAL,0.22977285087108612,0.0003518028534017503
677,677,2022-12-04 16:06:36+00:00,"@puttankinamall0 @cryptojack @rabbit2023_ Load up now and HODL 🐰🐰
https://t.co/pwO5IPH1zV

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币",NEUTRAL,0.00218570651486516,0.00037717155646532774
678,678,2022-12-04 16:06:36+00:00,"@Dantani @POTUS JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/o6bIqmub7C",NEUTRAL,0.2545488476753235,0.00046702090185135603
679,679,2022-12-04 16:06:32+00:00,"@100xAltcoinGems JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/kVXki6Ytw6",NEUTRAL,0.40009674429893494,0.0003587880346458405
680,680,2022-12-04 16:06:29+00:00,"@MensahEstherOmo @PassionateDave_ JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/rIt0KPprTO",NEUTRAL,0.26616165041923523,0.0003057023277506232
681,681,2022-12-04 16:06:18+00:00,"@bronamath004 @jpegjohnni @NoncoDucks JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/oDqyQsHpj9",NEUTRAL,0.25234147906303406,0.0004674109513871372
682,682,2022-12-04 16:06:16+00:00,"@0xthade @arbitrum @Buffer_Finance JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/Q1XArR9IAr",NEUTRAL,0.34185999631881714,0.0004849903634749353
683,683,2022-12-04 16:06:04+00:00,"EM @elonmusk SpaceX’s New Satellites Could Finally Bring Fast, Reliable Internet to Your Superyacht - Robb Report https://t.co/dQtb4NB8if #ElonMusk #Tesla #SpaceX",NEUTRAL,0.07450416684150696,0.0009208190604113042
684,684,2022-12-04 16:06:01+00:00,"@alizwanderland @cryptojack @rabbit2023_ Bullish gem 🐰
https://t.co/pwO5IPH1zV

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币",NEUTRAL,0.0010010942351073027,0.0008421010570600629
685,685,2022-12-04 16:06:01+00:00,"@umer57566 @digicomfinance JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/wbczjAtKpD",NEUTRAL,0.24663333594799042,0.00041019704076461494
686,686,2022-12-04 16:05:57+00:00,"@Bored_lion_nft JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/6UDRcP0HcE",NEUTRAL,0.41574642062187195,0.00037058728048577905
687,687,2022-12-04 16:05:55+00:00,"@Arbitrum_Space @andrewsaunders @ArbitrumNewsDAO @arbitrumcore @nina_rong @TheDeFiPlug @arbitrum @yieldification @smolsharks @The_Beacon_GG @Bracket_Labs_ JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/lmWp4Seiy8",NEUTRAL,0.19595150649547577,0.0003045057528652251
688,688,2022-12-04 16:05:53+00:00,"@DaCryptoGems Tomorrow in th

Missed #ShibaInu?
Missed #Dogecoin?
Don’t miss #ShibaDoge!

Find more info here on TG:
https://t.co/6WH6bVi0aR

#SHIB #Doge #ShibNobi #ETH #ElonMusk #crypto #cryptocurrency #100xgem #NFTs",NEUTRAL,0.012164016254246235,0.004685535095632076
689,689,2022-12-04 16:05:51+00:00,"@crypto Christmas gifts are coming with us, are you ready for it guys? @ElonGoatToken @VoltInuOfficial
@Proof_Of_Memes #ElonGoat #ProofOfMemes #ElonMusk #BULLRUN #ElonIsTheGoat #elongoattoken #elongoat 💓🐐 https://t.co/awYGprQxMd",NEUTRAL,0.06858781725168228,0.00021183385979384184
690,690,2022-12-04 16:05:51+00:00,"@catturd2 Temporary? Just wait until #ElonMusk starts adding a bunch of new awesome features! I can’t wait for his everything app! Twitter card, mortgages, pay your bills, car loans, chat, video, and many many more! Fvkk you msm! https://t.co/07ym11t50R",POSITIVE,0.9591271877288818,0.0003858722629956901
691,691,2022-12-04 16:05:41+00:00,"@cryptojack Gotta be @rabbit2023_ token😎✅🐰
No. 1 rabbit token🐰✅

Gonna have best comeback soon✅

https://t.co/42CgabTQWD

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ https://t.co/1CEBBruxqu",NEUTRAL,0.10759001970291138,0.0005057601374574006
692,692,2022-12-04 16:05:41+00:00,"@Crypt0Proselyte JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/d4y12RzaBO",NEUTRAL,0.22928403317928314,0.00031154919997788966
693,693,2022-12-04 16:05:41+00:00,"@JuanfraEscudero JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/SUf2Pnbzsq",NEUTRAL,0.4038490056991577,0.0003054742992389947
694,694,2022-12-04 16:05:35+00:00,"@elonmusk @ajtourville 🆘 NEW LAUNCH - UNDER 80K MC 🆘

5% rewards in Dogecoin!! 
EZ Doge has been upgraded and its utility is ready!  🚀
Rare NFT's in coming🤩

JUST LAUNCHED!
https://t.co/g2QUr4RPzz

✅ TELE: @EZDogeToken

#EZDoge #dogecoin #BSCGems #BNB #ELONMUSK #twitter #CZBinance #ToTheMoon https://t.co/FWRhNncKGr",NEUTRAL,0.11598345637321472,0.0003701708628796041
695,695,2022-12-04 16:05:29+00:00,"@JunoFinanceHQ @arbitrum JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/zlbQ71W64G",NEUTRAL,0.3734809160232544,0.0004422979836817831
696,696,2022-12-04 16:05:28+00:00,"@cryptojack 2023 is the year of the rabbit, what do you think about #rabbitboy ?
@Rabbitboyf 

#rabbitboy #BinanceChristmas
 #rabbityear #rabbit2023 #ELONMUSK 

https://t.co/kbSiBpU4H9",NEUTRAL,0.002515179803594947,0.03772348538041115
697,697,2022-12-04 16:05:28+00:00,"@abcnews 
@CBSNews 
@NBCNews 

ZERO coverage of the biggest story of the year #HunterBidensLaptop ?!

We know the REAL enemy of the American people 

#media 
#Mediaiscorrupt
#HunterBiden 
#Elonmusk 
#ElonGOAT 
#MattTaibbi",NEGATIVE,0.0010740613797679543,0.8589276671409607
698,698,2022-12-04 16:05:22+00:00,"@alizwanderland @cryptojack @rabbit2023_ Rabbit2023 of course

https://t.co/rqouOnL1It

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币",NEUTRAL,0.0002222805778728798,0.00019990024156868458
699,699,2022-12-04 16:05:21+00:00,"@JerryMaguire55 JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/P5kNjWC3Q0",NEUTRAL,0.39707666635513306,0.0002594697580207139
700,700,2022-12-04 16:05:20+00:00,&amp;#039;I will not step on that landmine&amp;#039;: Benjamin Netanyahu REFUSES to endorse his ex-ally Trump for 2024 - https://t.co/p46mjp7S0X - #USPolitics #ElonMusk #Biden #UkraineRussiaWar,NEUTRAL,0.006974478252232075,0.27911385893821716
701,701,2022-12-04 16:05:10+00:00,"@MarcoMeerman JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/o6tgeDOMsc",NEUTRAL,0.3894706070423126,0.00028999667847529054
702,702,2022-12-04 16:05:09+00:00,"@arbitrum @sgoldfed @traderjoe_xyz JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/jbZO5mMYuR",NEUTRAL,0.36854714155197144,0.0004968805587850511
703,703,2022-12-04 16:05:09+00:00,"@BitcoinMagazine If you are ready, the countdown has begun, big things will happen this Christmas @ElonGoatToken @VoltInuOfficial
@Proof_Of_Memes #ElonGoat #ProofOfMemes #ElonMusk #BULLRUN #ElonIsTheGoat #elongoattoken #elongoat 💓🐐 https://t.co/dhFuEYqBvp",NEUTRAL,0.1938251107931137,0.001433630590327084
704,704,2022-12-04 16:05:03+00:00,"@Mecca7182 @TaylorRMarshall JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/dSYFG1TdZd",NEUTRAL,0.28980597853660583,0.0003511106187943369
705,705,2022-12-04 16:05:03+00:00,"Social Justice Warriors keep attacking the white and the rich. #commies
After calling Trump fascist and racist, they’re now calling #ElonMusk Hitler. Are they from the 1920s-40s?😂 Rhetoric too old. If they had bashed CCP as passionately, the regime would have collapsed by now…",NEGATIVE,0.0003155731246806681,0.9840148091316223
706,706,2022-12-04 16:05:01+00:00,"Elon Musk t-shirt, space t-shirt, Elon Musk in space, SpaceX tshirt, Weird tshirt, science t shirt, balloon tshirt, gift for dad, doll shirt
 #Science #ElonMusk #gift #weird #t #Balloon #shirt #Tshirt #DadDollShirt #ArtworkByPaulaForYou #EtsySeller

👉https://t.co/29nuVj0N5U https://t.co/wSLTos1ivk",NEUTRAL,0.0018302316311746836,0.00010037266474682838
707,707,2022-12-04 16:04:55+00:00,"New tweet ...
New Tweeter...
Can any one say what's this...
#Minecraft
#Gameing #Trending #ElonMusk
#TweetOfTheDay #Doubt https://t.co/0ljysfG65o",NEUTRAL,0.01691523753106594,0.002110219793394208
708,708,2022-12-04 16:04:48+00:00,"@ETH_Daily @arbitrum JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/5A5jZDdKn5",NEUTRAL,0.37806591391563416,0.0004071370349265635
709,709,2022-12-04 16:04:46+00:00,"@MissyDogeLover 🆘 NEW LAUNCH - UNDER 80K MC 🆘

5% rewards in Dogecoin!! 
EZ Doge has been upgraded and its utility is ready!  🚀
Rare NFT's in coming🤩

JUST LAUNCHED!
https://t.co/g2QUr4RPzz

✅ TELE: @EZDogeToken

#EZDoge #dogecoin #BSCGems #BNB #ELONMUSK #twitter #CZBinance #ToTheMoon https://t.co/tejzMJ3yCY",NEUTRAL,0.13401725888252258,0.00034753879299387336
710,710,2022-12-04 16:04:46+00:00,"@_lukastd @bruh_bears JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/DqWtJIqMki",NEUTRAL,0.36074039340019226,0.00042111697257496417
711,711,2022-12-04 16:04:46+00:00,"@kriptoarena JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/V4hlKC95ue",NEUTRAL,0.32298514246940613,0.0002924520813394338
712,712,2022-12-04 16:04:38+00:00,"@anonSendr @CryptoPeltz JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/pEA9T04Xgv",NEUTRAL,0.3217734098434448,0.0002963654405903071
